,topic,comment
1228,-1,kids react!
1229,1,ABC Moderators to Trump: Why are you bad? ABC Moderators to Kamala: Why is Trump bad?
1230,1,Kamala is Fake and disaster. She talked about Abortion and rights of Rape Victims girls for abortion but she did not spoke about the Security of young American Girls and Women who are easy targets of the Illegal Migrants whose background checks are not done... if there are less Illegal Migrants there will be less rape... We Want Our Country FREE From All Aliens 👽 Our Country is no more our country with Millions of Illegal Aliens
1231,3,She had questions given to her- she’s not smart enough to answer on her own. She is one evil piece of work!! We don’t need a repeat of the last 4 years and even worse. She has no idea his to tell the truth- she has nothing but lies
1232,15,Trump should just quit and beg for a pardon for all the crimes he’s committed!
1233,-1,"Kamala clearly beat Trump, he has no policies just failed promises from his last hateful campaign ( boring. )A washed up old man peddling lies and grifting his cult followers Pathetic Y’all should be ashamed Republicans are wrong for this nation We the people demand a more perfect union. Not division and isolationist rhetoric KnoWsolution Clear the way"
1234,11,Im Trump all the way
1235,-1,"America! at this Point, I don't think it's a Far Stretch of the Imagination to Understand that when the Whole of the Democrat Party is Prosecuted by the Courts for Treason, the Independent Party will Rise to be the PreDominant Party to Replace Them! The People Deserve it!--77"
1236,-1,"America! at this Point, I don't think it's a Far Stretch of the Imagination to Understand that when the Whole of the Democrat Party is Prosecuted by the Courts for Treason, the Independent Party will Rise to be the PreDominant Party to Replace Them! The People Deserve it!"
1237,17,Deluluuuuuuu
1238,-1,0 video related to the title. Thx guys i totally didnt want to see lawmakers response to the debate. Great stuff. I love normys online. Only good things come of it. Amazing
1239,-1,"Donald Trump should avoid doing anymore Presidential debates on all the TV networks EXCEPT Fox News as they are the only network which plays fair,all the others are against him."
1240,0,Harris is a joke !!! Clearly Nuts you can see it in her demeanor Beautiful woman is used to having things and her way all the time because of her looks if she becomes president I will leave america
1241,-1,"Of course Trump thinks he won. Some more he says he won, the more he knows he didn’t. She kicked his ass and he knows it. I don’t particularly like her, but I was impressed with her performance. No word salad no repeating herself over and over no cliché, she knew what she was doing"
1242,0,A complete set up with ABC 3 on one Harris never answered a question con job lies and the whole bunch so corrupt Biden garland all lying crooks and Harris nothing changes same corrupt crew calling shots!
1243,-1,Pure Media Scum. They are Elected Representatives. Thank you President Trump 🇺🇸🙏🇺🇸.
1244,-1,What do these lawmakers think about inviting a terrorist to camp David?
1245,0,How many middle class families have live-in maids like kamela Harris said her family did???
1246,-1,Already Been Chewed ABC fact checked Trump nut not one time did they fact check Kamala Harris.
1247,-1,Inflation under Trump: 1.45%Inflation under Biden Harris: 21.5% and is expected to rise if Harris is elected to give more American Taxpayer's money to illegal aliens still invading United States.
1248,-1,"If Kamala Harris can lie to the faces of millions and get and get-away with it, what does this tell you about the democRats that support her and how dishonest they are?"
1249,2,The only Elephant in the room is Male White Supremacist !
1250,0,"It’s amazing how some people will vote for Harris because she is liberal, black and a woman. No true experience that will help our economy or protect our families."
1251,18,"That wasnt a debate, it was an ambush 3 vs 1 and made very clear how biased and rigged the media is. No one in their right mind will vote for her."
1252,-1,"Bloomberg only comes around Trump to discuss manipulating the system for some sort of nefarious gain. He must be observed closely and constantly, for he’s the more cunning of the two."
1253,-1,Does any one else notice that it look like Trump's wipe his hand right after kamal hand shake lol😂
1254,1,What about all the lies Kamala told!?!? Of course they won't report on those... Smh What a joke!
1255,3,CNN fact checked her and she lied multiple times. Why are you lying for her?
1256,1,Kamala is a joke!!
1257,-1,"She lost the debate, she didn’t say anything about her policies she was just shouting , talking nonsense , she didn’t answer any questions and they ask her baby questions they were not holding her accountable about her lies, but still Trump as a leader was able to defeat 3 against one . Everything was bias . she knew the questions in advance she is not a smart person , I have seen her talking in conference or the press and she has no knowledge at all. she just talks about herself. So boring I don’t care about her life I care about my country. She has been destroying the country but ignorant people just vote by their emotions they don’t check the policies,"
1258,-1,As of 9/11 after this Ceremony....Biden is shown wearing a Trump cap 🤣 it's all over YouTube
1259,-1,It’s me. The introduction between both candidates handshake is weird.
1260,1,Kamala is a train wreck!!!!
1261,-1,Her no way she has not done anything to help the working people in this country the last three and half years
1262,3,She lied
1263,-1,The mayor of Chicago is a joke. Who cares what he thinks.
1264,10,"I don’t care who says who won the debate, I’m voting for the leader who will make our country strong, prosperous, safe and energy independent- Trump!!!"
1265,-1,"Only two ""lawmakers ” that's not a substantial amount enough to sway me"
1266,1,"Kamala shined as intelligent, ready with specifics, warm & caring & then sat back & let the old toad self-destruct & he did! Fox tv after said Trump blew it, Sen Graham said ""Trump was a disaster!"""
1267,-1,"Behold, the death of an empire. On display for all the world to see. Front row seats. You are the laughing stock of the whole world"
1268,-1,lawmakers are 99.99% of the problem! everything is always about the rich! & the lifestyle of why victims of crime committed against them in America are decided by those individuals that has always felt that women children & the poor doesn’t count or matter. just research those that allow culprits more protection & rights than the victims it’s in black / white the there was a time where women didn’t have any rights by those that has always been in power the attitudes will never change on that subject there will always be that type of mentality egotistical mental disorder of power due to those in particular.
1269,2,they aught to eat Harris leave pet's alone
1270,1,Biggest scripted bs I've ever seen. The communist Kamala using earpieces.
1271,2,I found it it's on YouTube about the Haitians eating cats
1272,1,"Donald roasted her and the people rightfully roasted the ABC moderators for their incredible bias. They try to protect her but Kamala's severe lack of intelligence shines through quickly when she speaks. It would be devastating to women if the first one to get elected has the mentality of a child, the brains of a jellyfish and looks like something that I use my bidet every morning to forget about."
1273,-1,There was a man at the 9/11 memorial screaming to Trump “Where the hell have you been for the last 24 years? I’ve been here but you haven’t A-hole!”
1274,1,"Adios Kamala And Obama ,..!!"
1275,0,Harris cornered Trump and took revenge on Biden. She showed a strong personality while Trump talked about how world leaders feared him and that he ate cats and dogs and other nonsense. I believe that AIPAC and the Israeli lobby are the ones who decide who the new president of America is
1276,-1,"Too many people have been convinced there are threats to our country when there has always been when you are a free nation you can expect more than usual but it can be easily contained without removing free will freedoms the constitution expresses because it has always been contained that's why this is the safest country to live in with the best Financials best health, best prosperity, so why cry for a candidate like Trump that knows this already while he claims scare tactics! What does that tell of his expectations"
1277,-1,"If talking about crowd size sends him off the rails demonstrate his ineffective leadership at home and the world stage! He is a con artist, a good con, but still a con artist!"
1278,15,I swear the mental Olympics trump supports do is actually fucking scary and I’m here for it lmao
1279,-1,Trump isnt going to do that again. He was smashed.
1280,2,"Type in : What poor people eat in Haiti and find out what they eat to survive, then tell me if they wouldn’t eat people’s pets in America or ducks and geese from parks etc. And another thing; it was the Clinton’s that ripped off millions of dollars from these people and they know it!"
1281,-1,"1.2 million American jobs that’s all Americans were hired and 3 million foreign illegals were hired take it all our jobs for less money do you news media is so full of lies. You’re a disgrace to America in the world we’re coming to put you out of business jail and see you, and including the newscasters fly to the American public, which should be against the law. You’re a disgrace, horrible news."
1282,29,“Vote Red before you go to Bed” 🎉
1283,11,Trump won🤣
1284,7,"Lawmakers, oh you mean those laws they inforce on there own citizens and not the migrants 😂"
1285,-1,What did trump do for the people. Absolutely nothing! but destroyed our democracy. He cause for a resurrection on our nation Capitol and never concede the new president. That's a soar loser
1286,10,It's funny how every one can lose a debate---except Trump.
1287,-1,She was really in front of a class room for public speaking.
1288,-1,"David Muir and Lindsey Davis should both be charged with Election Interference, they both told lies against President Trump and the American People.Muir lied about Haitians not eating people's pets and killing state animals ( a felony ) thanks CUMela and David lied and said no states were killing babies after birth. Both should lose their jobs and be arrested"
1289,-1,If you are considering voting for either one of these 2 GRIFTERS do everyone a favor and don't vote.
1290,-1,Trump got fucking destroyed😂😂Looked like a dementia ridden lunatic😂
1291,-1,"They both claim victory, the difference was Kamala was surrounded by thousands of democrats and republicans, while Trump was alone."
1292,1,Nothing presidential about Kamala!
1293,9,👩🏽‍💼🧽🪣🍊🟰✔️🔵
1294,-1,"We need you, Trump! Show how many love him. Trump 2024. No to Communism, Kamala. Harris, you're FIRED!"
1295,1,Americans vote based on feelings not hard data and results. Not smart voters. Vote for Kamala is NEW?? If you want to destroy the country then F it we will sink the ship and you will regret it when is too late. Kamala is incompetent
1296,-1,More political corruption and dishonesty. Biden and team are proven treasonous criminals. This is a total disgrace!
1297,1,"If Kamala can make Trump dance on command, you know foreign adversaries have him figured out too. We can't have some that mentally weak running this country."
1298,0,Harris locked away innocent black men’s and refuse to grant them dna test kits to prove their innocence. My vote goes to Donald Trump who literally pardoned black rappers.
1299,-1,"Of course Trump left with a high amount of unemployment, we were just beginning to get underway for a years long pandemic. Biden didn’t create jobs, they were jobs that were refilling after the pandemic. They both were insufferable to listen to. Each diverting and never actually answering a question."
1300,26,Trump presidente 2024 !!! ❤
1301,-1,What does Mr Murdoch think about DT? Am I missing something... Doesn't he support him?Didn't he own Fox and Sky at some point?
1302,12,"Nu är klockan 01,00 på natten i Stockholm.//Är lite uppvarvad för min bror har varit på officerarmöte med sina kompisar på hotell Aram.../ Eftersom jag inte kan sova när vi pratat om allt möjligt etc...""kollar"" jag gulliga Tramp och skönheten Kamala på en sajt..., men nu blir jag sömnig.../L."
1303,0,Harris! Go go go
1304,-1,"This is a load of BS! This was a three on one confrontation. Harris told lie after lie but wasn't fact checked once.She claimed crime was down when it is actually up 47%. Silence from the 'moderators'. Harris claimed there are no US military personnel in combat situations. Actually US military units in Yemen, Syria, Lebanon have been subject to numerous missile and drone attacks. In addition US ships in the Mediterranean Sea have been attacked numerous times. Silence from the 'moderators.Harris repeatedly tried to link Trump to project 2025, even though he repeatedly said he has nothing to do with it. Another Harris lie. Again, silence from the moderators.Harris claimed that Trump called white supremists and neo-Nazis, fine people in Charlottesville. Yet another Harris lie. When Trump said there are fine people on both sides, he added, ""I'm NOT talking about the white supremists or neo-Nazis because they should be totally condemned."" No 'fact check from the 'moderators'.Harris claimed she never was against fracking, when there are at least three tapes on youtube that show Harris saying she will eliminate fracking. Where were the fact checkers?She claimed she never promoted ending private health care insurance, when there are tapes on youtube showing her doing that very thing. Where are you 'fact checkers'?That's just a small sample of Harris's numerous lies.The moderators not only didn't call out Harris for her lies, they even promoted lies of their own. They claimed no state allows a baby to die after it is born. Actually there are at least eight states that deny medical care and nourishment to a baby born after a botched abortion. This includes Harris's running mate, Walz, state of Minnesota.The ABC moderators were so obviously 'in the tank' for Harris, even CNN called them out for it.Actually, 74% of those surveyed believe Trump won the debate while only 24% believe Harris won. If Harris had won she wouldn't be begging for a second debate."
1305,6,"Nobody won, the election hasn't taken place yet."
1306,-1,Breaking news..The Goldman Sachs CEO just humiliated Kamala Harris on live TV and deflated another one of her lies at the debate.
1307,2,For your information it's not that they are eating people's fur babies get your facts together you're just like ABC or worse
1308,-1,"Trump won...his more truthful and sincere. Kamala did not have correct answers, just polish rehearsed propaganda slogan answers."
1309,16,"Since the mods didnt do it I fact-checked both:Harris stated she wasn't trying to take our firearms Fact-check 1: Kamala Harris expressed support for a mandatory gun buyback program in 2019 Trump believes in better control of who is purchasing. Harris stated there was no agenda for late term abortion Fact-check 2: Multiple states have no restrictions on it, a woman can find out late that her child has mental or physical defects and terminate the day of in some states i.e. the Virginia governor in 2019 proposed and advocated for late term and in his own words ""have a discussion with the mother on what to do with the 'child' after it is born"" verbatim. Tim Walz also removed reporting requirements for children who were ""botched abortions"" and left to die. Trump believes in the exceptions such as gr*pe but in early term. Harris stated Trump praised white-supremacist calling them fine people Fact-check 3: the rest of that sentence from Trump (you can look it up) was as follows ""I’m not talking about the neo-Nazis and the white nationalists because they should be condemned totally."" Trump was speaking on the people protesting the removal of national monuments who were both for and against it. Harris stated Trump organized J6 Fact-check 4: He didn't organize it, he wasn't even there. He was asked to make a statement and he urged them to be lawful and respectful as it is their right to protest (you can still find these tweets) and no one was armed. It went sideways when the ges ta po began beating the protestors which there is video evidence of. Police did die later and of completely unrelated reasons. Kamala however was there and there's recording of Pelosi saying nah to national guard when it got out of hand. Weird... Also note: She said J6 was the worst moment in American history since the CW the eve of the anniversary of 9/11. Extra weird... Harris blamed Trump for the border issues Fact-check 5: Brandon appointed her in control of the border because of the ""surge of people they needed to move"" knowing their was an influx of ""visitors"". There is also video of this. Trump didnt turn down the border law, Republicans refused it because it came with ""deviled details"" that instructed anyone who DOES cross cannot be detained so in essence they were trying to be sneaky and the Center of Immigration reported Bidens deal would do nothing if not make it worse. Trump tried to build a wall, Harris stated it wouldn't do anything to help, now she wants to build the wall all of a sudden. Strange. Bonus: Harris stated all the corrupt politicians that worked for Trump whom he fired now support her. This is true. And Walz family, Harris own father, and a good chunk of the Democrat and Independent party now support Trump creating the Unity Party."
1310,-1,“I have concepts of a plan” should be trumps campaign slogan
1311,0,It came off as though ABC and the brains behind Harris had a plan and what buttons to push. She just said what she was told
1312,1,"EMPTY PROMISES FROM KAMALA,...PRESIDENT TRUMP KEPT TO FACTS AND WHAT MATTERS,....NO ONE LIKES FACTS. I ESPECIALLY ENJOYED KAMALS HYPOCRISY WHEN SHE STARTED SPEAKING ABOUT UNITY AND TOGETHERNESS, AND THEN CONTINUOUSLY PERSONALLY ATTACKS PRESIDENT TRUMP,.... IN AN ENDLESS TRIAD OF HATE SPEAK.THE VERY DEFINITION OF MISLEADING AND DECEITFUL."
1313,25,He is so delusional
1314,9,💙💙💙💙💙💙
1315,1,"A bit bloody obvious! Kamala, hands down!"
1316,-1,"Action speaks louder than words,Trump has action on record and after three years what does Kamahl have ?"
1317,-1,If you think Trump won you need serious mental help... just as he does.
1318,6,"If you watched it, you know who won."
1319,30,These big news outlets are hardly journalists today! It’s a shame..
1320,1,"Kamala Harris handled herself with the dignity & grace worthy of the Office of President of the United States. Trump lied & blubbered, & fear mongered like a desperate criminal …"
1321,6,Trump won...obviously
1322,6,According to 'Sky' (fox offcast) trump won by a landslide 😂
1323,6,Who won? Probably not the guy too scared to do another.
1324,20,This entire video is a false claim
1325,6,TRUMP WON !
1326,-1,"I'm so glad people are waking up to the mainstream media, they lie to you to suit thier own beliefs hoping you'll join thier opinions."
1327,-1,The USA is on by the decline as a World Power. How fast it happens will depend on the candidate elected as President.
1328,2,they were eating pets tho. why do you say its a flse claim?
1329,-1,I was disappointed in Trump
1330,-1,CPAC and IPA are Billionaire Fascist clubs.....!
1331,-1,Project 25 is a Fascist Manifesto.
1332,0,Killing babies is extreme Harris!!!
1333,-1,Time 'The Australian' changed its name. Does not represent Australians in any sense. More garbage from woke elitists.
1334,0,Harris preaching body autonomy after forcing everyone to roll up their sleeves or lose your rights to work travel and participate in society. Zero substance
1335,-1,"FAKE NEWS. Be journalists and deliver the truth. The debate was a setup - 3 against 1, fact check SPRINGFIELD - its not a false claim.... and disgusting Kamala/Biden both left the 9/11 Ceremony early when the families were speaking. The Biden government are liars and only want POWER in the white house."
1336,6,"TRUMP WON, Absolutely!And you are FAKE NEWS 😂"
1337,1,Disrespectful Kamala and her lies.She was confident cause the interviewers were on her side . Attacking President Trump.Three to one is an unfair debate.
1338,-1,"FACT CHECKINGWhen they had the debate with Biden.Everyone complaining that the moderators.Were NOT debunking any lies that ether had brought up in the debate ""AS THEY SAY THEM""WHY IS THIS IMPORTANT?Because after the debate, all the lies are brought up.Everyone talks about lies then.But the original people that were watching the debate.Need to know if they are ""IN FACT TRUE WHEN THEY WERE BROUGHT UP""Ether way Moderators can't win. Damned if you Do and Damned if you Don't"
1339,6,Trump won by a country mile
1340,6,Trump won hands down because he didnt cheat
1341,-1,She would have had Obama in her earpiece nobody picked her up on her mountain of lies get real here
1342,26,2016: They terk r jerbs!2024: They cerk r dergs!
1343,-1,The Australian posing as the face for trustworthy journalism. 🤡
1344,1,Definitely not Kamala.
1345,0,'Who won' - is a bloody stupid question. Harris is a fish
1346,17,Trump hands down
1347,-1,Trump won. Kamala was all theatrics and no substance.
1348,-1,Kamala WON and whooped Trumps crazy behind!!!!!
1349,-1,What benefit does it bring “the Australian” to be in the democrats pocket?
1350,11,All wishes for Mr Trump 👍
1351,6,"If the question is who won, perhaps your best bet is run spot run?"
1352,15,America are screwed if Trump doesn't get in again.
1353,21,ABC LOST FOR SURE!
1354,-1,That was 3 against 1. He didn't lose ground in the polls. Get real. Kamala didn't offer any solution.
1355,6,Wow even Murdock isn't claiming he won
1356,23,1:04 THIS IS THE TRUTH
1357,21,Main stream media are useless
1358,-1,"Harris is best friends with the ABC boss, this is why the moderator constantly interrupted him and let kamala do whatever she wanted.. Also the reason why she refused to do a debate with fox news."
1359,17,"Trump, hands down"
1360,-1,What a useless report. Why bother even putting this together? Failed to inform your viewers about barely anything to do with the actual debate and the immediate fallout. It’s almost like you hadn’t even seen it. Won’t bother with this publication again.
1361,17,Trump
1362,6,trump won. its time to make our nation great again
1363,14,President Trump is good and kimili is always a Liar always a Liar again
1364,1,"Kamala Harris is not talented enough to shoulder the responsibility of a powerful country like the United States. Four years with her administration, America is very weak. If her administration lasts for another four years, America will collapse. She cannot become the president, the person who has enough ability and intelligence to lead America, that is President Trump.. Support TRUMP + VANCE"
1365,-1,Donald won… Kamala just bla bla bla … not answering the questions asked… lot of body language with Kamala Harris. No core in words. Just empty….
1366,0,Respekt fyr Harris ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1367,-1,The Australian is fake news.
1368,0,if it is in the Australian media - Harris won
1369,17,Trump
1370,6,Pretty obvious trump won it
1371,1,"Kamala had the questions prior, used notes, an earpiece, and lied about every accusation of Trump while avoiding any answers on policy!!!! Trump 2024"
1372,1,Who gives a frack...all major decisions are made in Tel Aviv anyhow
1373,-1,"The Australian is now as woke as the ABC , both the pathetic Australian version and the American variant.I once read the Australian newspaper for 15 years before it started leaning left . Thank god I stopped reading it 12 years ago, as a result, I managed to stop the brain rot that would have ensued if I had kept on reading this trash!"
1374,1,"CHECK THE CONFESSION BY ABC David Muir - Freudian REVEAL. He admitted that President Trump was elected in 2020, when :- MUIR said to VP Kamala that she and President Trump were elected 4 years ago.!"
1375,2,They actually are eating the pets there’s pictures of them taking geese out of the park. These Haitians performing voodoo in Ohio.
1376,24,President Trump wins of coarse shes a gun owner and needs him to protect the 2nd Amendment.
1377,6,USA citizens better hope that trump wins because if he doesn't a type of civil war and social discord will ensue.
1378,17,Trump!
1379,11,Donald Joke😂😂😂😂😂
1380,-1,Fake news
1381,-1,When a debate is rigged from the start there's no winners only losers. Kamala lied at least four times they didn't fact checked her at all. How on earth was this debate can even be valid when the media sets its interests before the voters. CNN wanted Biden Out of that race that's why they fact checked every single one of his questions. This time Kamala had not been put against the wall and was allowed to lie freely. Sorry but I can't stand media these days. The Australian is just another pile of garbage also.
1382,2,"Wait until they see the footage of the aliens eating animals, and the shiela with 3 big city rats cooking on a spit fire in NY city..on the street..its looking very 3rd world now."
1383,13,Trump 2024. Trump 2024. Loser is Haris
1384,0,Harris got this in the bag😊
1385,4,Miller is THRASHING !😂😂😂😂
1386,0,We saw exactly who Trump was. And we saw exactly who Harris was.I'll never vote republican again until they get some better candidates.
1387,2,They are eating the pets . The Dems have voted for infanticide
1388,1,Hey she had an ear piece in Shes a liar no fact checking her lies but they fact checked him 5 times Its the most biased set up debate pro Kamala pro demoncrat 3 against one She lied about everything
1389,10,Don't care - I am Republican and voting Republican. Debates are basically useless!
1390,-1,Trump won by a mile in the debate AND at running the US. But I much prefer listening to Kamala when she has an earpiece in and someone telling her what to say.
1391,17,Trump
1392,-1,Bro ABC moderators are a disgrace for completely taking her side
1393,11,❤️🇺🇸. TRUMP .🙏💙
1394,2,Theyre eating the pets 😂 America..Vote TRUMP FOR JAIL 2024
1395,6,Three against one. Not really the American way.
1396,6,"I don't even like Trump and we all know he won by a landslide lmao, our media in Australia is the biggest joke in an already joke of an industry."
1397,6,No. One. Will. Win.
1398,2,"We saw the newspaper reports of immigrants eating a cat and a swan,vwe have the internet"
1399,8,Trump will be the one that ends the world as we know it! if re elected god help us all!
1400,1,"Fake kamala, Liar kamalaThis fake lady Fools stupids with her words & acting"
1401,1,"I can see why Kamala campaign wants another debate so soon. The general feeling is that the debate was a tie and didn't move the needle much. And I see more and more videos on this come out, the sentiment of 'eh' appears more and more true. Both sides are going to have to step up their game to beat the 50/50 toss up."
1402,-1,LIBERAL MEDIA TRYING TO SWAY WEAK MINDED VOTERS TRUMP CALIFORNIA 2024 BABY LIKE HIM OR HATE HIM HE DOES WHAT HE SAYS
1403,29,"OHIO, WAKE UP!!! IT’S TIME TO VOTE BLUE!🔵 🔵 🔵 🔵"
1404,29,The Republican-led state of Ohio has the second-highest drug overdose death rate in the United States. Ohio ranks number 10 in the top 10 states with the lowest life expectancy. The U.S. state with the highest drug overdose death rate? The Republican-led state of West Virginia.
1405,-1,Trump won...and all she could do was LIE
1406,3,What about her body language when she was asked the very first question are you better off now than you were 4 years ago they never talked or asked about that bias
1407,-1,"She is a liberal. Of course she thinks she was winner. Really, even though there was 3 on one?"
1408,0,"Harris expressions were all bad acting ..It wasn't what she actually felt . Remember ,this is a national debate with politicians. Harris didn't show any confusion ,panic , nervousness , or stumbling like she usually does because she new all the softball questions before hand .She also knew she wasn't going to be fact check or challenged.. That makes all the difference in the body language . Her body language was scripted with a bunch of B.S.answers just like this this lady and video. This body language expert .smile at the end is showing that she is thinking about all the money she making for praising Harris ,whom she is going to vote for..while knocking Trump What do you expect from FAKE NEWS.... ."
1409,-1,Not one sided at all...😂
1410,3,She had all the answers and questions beforehand. Fact check 0 times . ABC should be ashamed of themselves.. I wouldn't vote for her if you gave me a million dollars.. she's a dangerous candidate because she's a puppet
1411,-1,The lady in the dress is Thick.
1412,-1,Really........this is so dumb.......you can bring another one that would do the same thing with trump and find out he was lying also.......so what's your point here ....beside political gain from one candidate???......would be nice to have someone impartial doing interview or comment's about both of them......
1413,-1,Isn't it amazing how more than one person can watch this segment and come up with so many different conclusions? Trump isn't very bright. Please don't confuse wealth with a high IQ. I personally know a lot of wealthly people that aren't very bright. Trump is pretty much an idiot that only cares about himself and lies about virtually everything. I will never be able to make sense of what the average middle-class American who is in the MAGA cult sees in this man. Trump is nothing but a want-to-be bully with the vocabulary of a 5th grader.
1414,0,"He does not respect her at all. He is not giving an inch. Trump is hiding his body language to seem in control. Harris is just letting her emotions go, which is smart. The stoacism school is wrong and dangerous. They see no value in being human. It’s a movement that body language experts are blind to. It’s a deliberate attempt to hide body language, by dark tetrad personalities that experts are naive to, and feel uncomfortable calling out. Cowards"
1415,-1,This is just method acting in reverse 😕
1416,2,What a complete joke of a breakdown...they ARE EATING PEOPLE'S PETS!!! MSM SUCKS!
1417,0,Harris didn’t debate she attacked Trump the whole time!
1418,1,As a self proclaimed analyst of sorts I say Kamala looks like a bully and doesn’t really care about what we care about.
1419,25,He seems to know more inside
1420,25,It’s called underconfident because well he’s new here but he’s doing his best and he did better than we hoped
1421,20,Confidence is a sign of lie sometimes
1422,-1,Ummmm am I the only one who saw her initiate the handshake!?!? 🥴
1423,-1,People aren't stupid. Donnie put out a lynching call in Springfield and the threats began. What's next? A lie about raping white women?
1424,0,"Not only did Harris clearly win the debate, she also showed to be a better president.Vote blue!"
1425,14,A lot of Trump cult members on here who support an unprincipled morally bankrupt man
1426,-1,Trump2024
1427,10,the debate then democrats should admit that they have caused a tremendous disaster in this country for the past 3 AND a half years AND no one knows who has been running the country since joke biden has forgot even His own name😂.
1428,3,You just make people more hate her.
1429,1,Exaggerating Acting kamala
1430,-1,"So we know who this ""body language"" expert supports! I could read them better than she does"
1431,9,🎉❤❤❤❤
1432,-1,This lady is another leftist schill
1433,-1,body language does not lie
1434,-1,"That's not him being unsure, that's him being appalled at what they're allowing people to get away with. That his ""this is so unbelievable"" pause and expression."
1435,0,"Body language expert. Lol This was a waste of time.. you know what side she is pushing, non parcial at all. I am no expert but i can see that right off the bat. Harris is a flat out narcissist. Everything about her behavior she was trying to push buttons to get a reaction from trump, him defending himself and then using that reaction against him. That is exactly what was happening."
1436,19,"Unbelievably terrible editing. Half of the video the expert says ""he (or she) does like this"" referring to something she's showing and we instead see the candidates."
1437,1,"Aww, look at the butthurt Misogynists can't handle the fact that their ""Messiah"" was mauled."
1438,0,"Vice President Harris won that debate no matter what... hand open, eyes closed, smiling and etc."
1439,-1,This woman's insight was a lot better than the video of a guy I saw trying to interpret their body language.
1440,0,"harris was a clown, no real answers"
1441,-1,TRUMP 24
1442,-1,"WFAA : T00 much c£ns0r!ng ! Extr££m F£ar 0 the TRUTH ?!? That “ expert “ is a MUD RUCKER, tossing mud onto a wall !"
1443,30,This break down is so biased.
1444,2,"“ …I’m not so sure about “ 👉🏼 that You THREE gang - uppers are AWARE of what Haitian migrants have been DOING in Springfield, Ohio ! THAT was the anxiety !"
1445,25,If you like the Orange baby its a sure sign you are nuts.
1446,10,Absolutely objective and impartial analysis. 🤡
1447,1,kamala is so fake
1448,-1,Only a truly stupid person would support criminals.
1449,0,"""i HAVE to say Harris won it"" you HAVE to say. Another Dr on youtube says both."
1450,6,3 vs 1 and Trump still won.
1451,-1,She looks like she was wearing No a H1 Audio pearl earrings!!! Look them up!! Cheater always a cheater
1452,0,Biased against Trump ..... Harris will Decimate USA as Starmer is Decimating ours. UK
1453,-1,"Bruh ... I'm not even a body language expert and when they asked Kamala on the withdrawal its clear that she was deflecting, searching for a good response even when the outcome is bad. I mean watch the beginning of her response and after she deflected to saving money ... the moment she got into the supposed good part, for saving money, her speech picked up and she sounded clearer compared to before when she was searching for good excuse and her speech slowed down and she was looking up and to the right (just google what looking up and to the right is ... let me save you some time ""looking to the right and up indicates that a person is telling untruths"". Like c'mon this is BS to the max and the reporters should have picked up on the clearly biased take of the corrupted body language ""expert""."
1454,0,Trump beat Harris 33-0 in number of lies told. Trump told some whoppers. My entire family has 8 votes ready for Kamala Harris and Tim Walz in North Carolina. 🔵🌊
1455,16,Notable how Trump’s sweatstache suddenly appeared while ranting on about neonatal terminations.
1456,-1,"I love Trump's obvious tells when he agrees with his opponents but because he's elderly and he's usually surrounded by his sycophants he's forgotten how obvious a tell it is and he thinks if he only nods a little bit that no one will see him agreeing. Given that we know honesty is not his thing, this nodding tell is a clear indicator of senility. I mean, would you want a president who would loose at poker every time to meet foreign leaders?"
1457,21,"The ABC bias is amazing. This is their response to Dr Phill analysis. He had real experts with over a dozen published books, and who are military level experts on the matter. They dug up the DEI pick, who has no books published."
1458,0,"The handshake won the debate. He hunched over and never straightened up, defensively on the run the whole time."
1459,19,"this lady missed the fact ""the cackler"" did 0 the entire debate other than try to cover up doing 0 but lie and attempt to deceive using expressions especially in the eyes of ""trying to look innocent"" while doing so. that is, even in modeling, the pros know NOT TO LOOK DIRECTLY INTO THE CAMERA at least most of the time so the focus would be in a model's case where it should be ""on the clothes or item being sold"" NOT themselves ... but ""the cackler"" all night kept looking directly into the camera to keep the focus on her with her pretending to be innocent expressions NOT on the facts of the disasters plus she deliberately plotted in causing especially at our border, afghanistan, inflation, the illegal ch-eye-na connection, crime, causing multiple wars, etc."
1460,0,Scripted harris show includes body language
1461,0,what a biased body expert i watched several of them and she is the only one saying Harris won .
1462,2,I watched the video of a woman being arrested after eating a cat .
1463,31,"Just another democrat while ABC says don’t listen to the people in Springfield, listen to us tell you it’s not true while they send thousands of police and $3 million to Springfield 😂😂😂"
1464,20,Complete BS.
1465,1,Kamala did a fantastic job last night!!! 💙
1466,-1,The expert might need to retire
1467,9,😍😍😍
1468,4,Miller Betty Garcia Sandra Allen Jason
1469,19,Shocked he didn't stalk her the way he did with Hillary. He's a predator.
1470,23,2:21 The word is especially ARGH! There is NO FREAKIN' “X” IN THE WORD “ESPECIALLY!” Stop saying “Expecially!” Seriously .
1471,0,Harris was wearing Nova ear Bud earrings .She cheated
1472,26,TRUMP 2024 ❤🇺🇸
1473,-1,"🤡Kamala, Biden y Obama llevan 12 años destruyendo el país, estos son los verdaderos coyotes de la frontera, que desastre deberían estar presos. El desastre de la economía actual y las guerras se lo debemos también a Kamala no ha hecho nunca nada...🤬🤬"
1474,-1,Lazy journalism
1475,0,"I would bet my paycheck she is a Harris fan, you can’t get a biased opinion!!"
1476,0,VP Harris cleaned trdumps clock
1477,30,Sorry. Biased as typical
